,From,To
45710,6105,1749
45712,1592,544
45713,1592,1775
45714,1592,8863
45715,5161,974
45716,5161,1055
45717,5161,8356
45718,5161,8419
45719,5161,8476
45720,1390,2181
45721,1390,8664
45722,1653,9238
45744,6785,107
45745,6785,655
45747,6785,5456
45748,6785,8628
45751,6864,1616
45752,6864,1722
45753,6864,2291
45759,5132,3222
45761,963,702
45762,963,5132
45763,963,5456
45764,1816,1775
45765,1816,9240
45766,6575,3774
45767,8907,3232
45768,8907,4153
45769,8907,7723
45770,8907,8181
45771,5956,952
45772,4141,5214
45773,6907,7787
45774,6907,8742
45775,8707,2968
45776,8707,4790
45777,8707,4791
45778,8707,8269
45779,8707,8976
45780,8707,9475
45782,8801,7570
45783,9087,4948
45784,4949,4227
45786,4949,7805
45788,4949,9603
45794,7263,5488
45795,7263,5589
45796,6464,6146
45797,6464,6342
45798,9006,4092
45799,9006,7669
45801,6165,9097
45802,9096,5037
45803,9096,5220
45804,9096,6820
45805,9096,8701
45806,6660,331
45807,9429,4464
45812,5720,118
45813,5720,1583
45814,5720,1885
45815,5720,8745
45816,2120,4856
45819,8351,2508
45820,8351,6754
45821,6473,191
45822,6473,7182
45824,1918,1983
45826,6795,5584
45827,6795,6078
45838,8606,482
45839,8606,1018
45840,8606,1086
45841,8606,1198
45842,8606,4992
45843,8606,7890
45845,7025,1489
45848,7025,2684
45849,7025,5080
45850,7025,6217
45851,7025,6273
45852,7025,6293
45855,7025,9181
45859,7434,6276
45860,2267,1646
45861,2267,6618
45874,9779,4004
45875,9779,6663
45876,4816,863
45877,4816,2870
45878,4816,7965
45879,587,1811
45880,9800,4848
45883,9358,2
45884,9358,6038
45885,1216,9151
45886,6905,6692
45887,9770,9793
45889,5441,959
45890,3144,8782
45891,5865,2527
45892,9449,9818
45900,6150,6151
45904,1563,6412
45905,1563,7907
45908,3504,1045
45909,3504,2965
45910,9507,741
45911,9507,2524
45921,9689,9541
45922,9689,9741
45923,9689,9803
45933,4855,9806
45934,4855,9812
45936,9400,5954
45937,1849,8184
45942,678,7476
45943,9159,813
45946,9159,3472
45947,9159,5996
45948,9159,8025
45951,6661,4933
45953,6661,5570
45954,6661,6007
45955,6661,6178
45958,6661,8947
45961,6894,4341
45963,9474,2469
45964,2116,737
45980,8933,1504
45981,8933,3607
45982,8933,4004
45983,8933,4888
45984,8933,6118
45986,8355,1753
45987,8355,2295
45988,8355,2462
45989,8355,3429
45994,8355,8290
45995,8355,8411
45996,8355,8881
45997,8355,9173
45998,4061,2564
45999,4061,4111
46001,4061,5050
46002,4061,6577
46003,4061,7847
46004,4061,9293
46005,7677,801
46006,7677,1877
46007,2240,1878
46008,2547,5106
46009,2547,7467
46019,3846,812
46020,3846,3319
46021,3846,9642
46025,5140,1408
46026,5140,3236
46027,5140,4004
46030,4313,1457
46031,4313,2550
46032,4313,2849
46033,4313,2852
46034,4313,6773
46035,4313,6894
46036,4313,8951
46038,1299,2543
46039,1299,2854
46040,1299,4408
46041,1299,5620
46050,4331,572
46053,4331,8518
46054,5301,3698
46055,5301,4462
46056,5301,9533
46057,4282,2329
46058,4282,4128
46061,4282,7200
46062,4282,8756
46064,8732,901
46065,8732,908
46066,8732,8841
46069,5639,881
46070,5639,3247
46071,475,2609
46072,2318,80
46076,4145,1427
46077,4145,2318
46078,4145,8556
46079,9702,2535
46080,9702,8472
46081,5231,1596
46082,5231,1898
46084,4225,4255
46087,9291,3736
46088,9291,4225
46089,9291,7529
46090,9291,8648
46093,4208,4746
46095,4208,9596
46097,8044,6466
46099,4976,8066
46101,5257,847
46167,8324,6872
46169,442,674
46170,442,2293
46172,442,2806
46174,773,1315
46175,773,4341
46176,773,8281
46177,773,8655
46178,773,8959
46179,6492,6733
46180,6492,8263
46181,2259,1831
46182,2259,5428
46184,3752,4849
46185,3752,5998
46189,4568,336
46190,4568,7523
46191,4568,9580
46196,5126,1225
46197,5126,1681
46198,5126,2819
46199,5126,5267
46200,4557,8876
46201,1251,1694
46203,9255,585
46204,8162,1736
46205,8162,1791
46207,8862,8947
46209,9064,164
46210,9064,8862
46211,3050,132
46212,3050,1278
46214,3050,9170
46215,6650,5265
46216,2729,7180
46217,574,4911
46218,574,9072
46219,5726,4957
46220,5726,5420
46221,3325,598
46222,3325,5074
46223,3325,9312
46224,6335,312
46225,6335,1381
46226,6335,3442
46227,6335,5976
46229,6335,9573
46240,7618,90
46241,7618,4341
46242,7618,5826
46243,7618,6282
46244,7618,6536
46245,7618,7391
46246,7618,8413
46247,1618,9295
46250,7016,534
46251,7016,5700
46252,7016,6511
46253,6726,9243
46254,1477,6475
46255,4454,7179
46256,5608,4427
46257,5608,4486
46259,5608,9692
46260,5586,1920
46261,1160,2398
46263,1160,4078
46264,1160,9076
46265,892,9131
46266,5958,3267
46275,9771,9329
46276,1667,131
46277,1667,5045
46278,4176,1999
46280,4176,7889
46284,4176,9297
46285,1307,897
46288,2502,1282
46289,2502,7658
46290,7204,589
46291,7204,4305
46292,5728,8650
46293,820,2758
46294,820,7559
46295,6781,509
46296,6781,6144
46297,6781,6145
46298,6781,6607
46299,6781,7895
46300,6781,9391
46301,1889,1045
46302,3980,1200
46304,8818,2817
46305,8818,4826
46306,3585,4871
46308,3585,8400
46309,3585,8685
46310,3585,9297
46311,5199,1798
46312,5943,6185
46313,3564,3564
46316,7639,2218
46317,7639,9711
46318,3392,5217
46319,6041,7100
46320,7782,8768
46321,6791,2354
46323,6791,7015
46327,1084,3501
46328,1084,8827
46332,6541,2739
46334,6541,5407
46336,2082,2017
46337,2082,8682
46338,7797,1334
46340,7797,5089
46345,7829,8132
46346,7829,8909
46348,9876,6714
46351,3450,715
46352,3450,9213
46353,1635,6890
46354,1635,7230
46355,6088,2261
46356,6088,2853
46357,6088,9328
46358,3720,2732
46362,3720,3723
46366,3720,8650
46373,239,6381
46387,710,2419
46396,4877,9352
46400,822,4877
46401,822,9299
46403,2058,1279
46404,2058,7607
46405,2058,8127
46407,4297,2851
46408,468,8220
46410,8777,7891
46411,8777,9617
46412,579,8497
46414,8260,4394
46415,9302,6167
46416,253,5149
46417,253,6100
46418,9344,4263
46419,6063,3700
46421,1718,7306
46424,9387,2367
46425,9387,8702
46426,6173,833
46430,3468,6738
46433,3505,2517
46434,8600,298
46435,8600,8724
46436,8600,8854
46437,9671,1037
46438,229,3661
46439,229,6017
46440,229,7220
46441,229,9517
46446,9368,3173
46447,9368,7851
46448,9368,9299
46449,1419,1636
46457,2902,8301
46458,2902,8753
46459,2902,9603
46460,4054,2410
46462,4054,2902
46463,4054,3708
46464,4054,5453
46465,4054,6471
46466,4054,6937
46468,2257,3509
46472,4794,2570
46473,4794,3083
46474,4794,3771
46482,3133,356
46502,8254,4537
46503,8254,5541
46505,8254,6865
46507,8254,7836
46508,1369,1408
46510,1369,2669
46511,1369,3268
46512,1369,4498
46513,1369,4753
46514,1369,4887
46517,1369,9596
46518,280,2167
46519,280,5996
46520,280,9259
46521,8077,329
46523,8077,2824
46525,7472,6893
46526,4502,4359
46529,4699,874
46530,4699,4139
46533,7499,323
46538,7936,5214
46543,7516,7936
46544,6371,1694
46545,6415,4022
46546,6415,4593
46550,3893,421
46551,3893,9478
46552,1068,5494
46559,2617,9098
46560,205,5620
46561,2075,9400
46562,6831,162
46563,6831,8416
46564,3241,322
46565,3241,6380
46566,3241,8188
46567,3241,8274
46568,2637,589
46569,2637,2959
46570,2637,8892
46576,5673,9869
46579,6254,1617
46582,7565,6254
46583,7565,8496
46584,8690,249
46585,8690,3443
46590,5722,4914
46591,5722,5274
46593,5929,5928
46595,7518,9178
46597,2612,2323
46598,2612,7004
46603,7452,133
46604,7452,913
46606,7452,6869
46607,2418,5806
46608,2418,8855
46609,6584,1887
46610,6584,9298
46611,7531,3681
46612,7531,9579
46613,1193,305
46617,1193,6407
46624,1208,1193
46625,1208,2199
46626,1208,2288
46627,3385,3303
46628,3385,7149
46629,3385,8983
46630,4943,2680
46631,4943,9050
46632,4601,4206
46633,4601,4747
46634,4601,5603
46635,194,3811
46636,194,5469
46637,194,6423
46638,194,8127
46642,7208,1736
46643,7208,5074
46644,7208,6532
46645,9704,7665
46646,9704,7768
46647,7049,799
46648,8980,7056
46649,5068,1063
46650,5068,3608
46651,5068,7766
46652,6241,5045
46653,719,5610
46654,8289,1298
46655,6878,8159
46656,6878,8860
46657,7582,5809
46658,7335,7155
46659,7335,7787
46660,7991,9131
46663,768,215
46664,768,627
46665,768,1555
46667,768,2359
46668,768,3088
46670,768,5124
46673,768,7312
46674,768,9079
46676,1206,757
46679,1206,2513
46685,1206,7576
46687,1206,8905
46688,4690,739
46689,4690,1206
46690,4690,1326
46691,4690,2366
46692,4690,2952
46693,4690,5281
46694,4690,6150
46695,4690,6179
46696,4690,8525
46697,4018,1234
46698,4018,5685
46699,4018,9488
46700,2681,6185
46701,2681,9173
46702,5902,4106
46703,1860,1417
46704,1860,4855
46705,1860,9602
46706,4346,753
46707,718,472
46709,718,7589
46711,7569,7570
46713,5667,7570
46714,7788,8768
46716,2488,1074
46717,4412,2022
46718,4264,2882
46719,4264,3693
46720,4264,3970
46721,4264,4546
46722,4264,4715
46723,4264,5438
46724,4264,5473
46725,4264,7107
46726,4264,8012
46727,4264,8778
46728,9361,7563
46729,8212,7054
46733,9489,2248
46735,9489,6514
46737,9489,7367
46740,6142,6463
46747,6922,2792
46752,6922,6142
46753,6922,6845
46764,6613,1369
46765,6613,9188
46767,7490,6096
46769,3296,2233
46771,5882,4402
46772,5882,7177
46773,1001,5032
46774,1001,6458
46775,3332,509
46776,6469,493
46777,7097,1239
46779,3828,1810
46780,3828,2757
46781,3828,3843
46783,3828,6503
46784,3828,7665
46785,1678,8915
46786,1678,9721
46787,3635,8878
46791,9840,7023
46793,7423,455
46794,7423,1214
46795,7423,3700
46796,7423,7421
46797,7423,9840
46798,5916,8173
46799,6356,9213
46801,3256,7370
46802,5153,1041
46804,5153,5066
46805,5153,9312
46806,1256,2029
46807,4986,9529
46811,8054,8945
46812,9149,9042
46821,5978,3227
46822,5978,3643
46823,5978,5630
46824,5978,5969
46825,7969,6480
46826,7969,8361
46827,6749,783
46828,6749,5758
46829,6749,6735
46830,6749,7177
46833,7071,3248
46834,7071,4191
46835,7071,5066
46837,7071,7967
46838,7071,8911
46840,6835,6692
46841,1478,1551
46842,1478,2979
46861,679,4531
46864,6570,5619
46865,6570,9142
46866,7394,1311
46867,7394,1652
46868,2877,2390
46869,2877,2895
46870,2877,7321
46871,2877,9793
46872,4605,4211
46873,4605,4752
46874,4605,7955
46875,1411,2286
46877,1411,8020
46878,1411,9600
46879,707,2916
46882,2033,2795
46883,2033,4240
46884,2603,3681
46885,2603,5962
46886,2603,6198
46887,9268,116
46889,7340,3133
46892,4591,4591
46893,8209,152
46895,8209,6895
46897,5245,281
46898,5245,402
46899,5245,8332
46901,1593,7570
46902,3710,9307
46903,985,901
46904,985,4542
46912,8574,940
46913,8574,6605
46914,8574,6890
46917,788,4470
46922,7005,788
46931,6132,3422
46932,9685,2913
46933,9685,5277
46934,9685,9081
46935,2282,1023
46936,2282,3027
46937,2282,4636
46938,2282,6875
46939,1268,1164
46940,1268,1316
46941,1268,4278
46942,1268,5402
46943,1268,5577
46944,6997,2697
46945,6997,8650
46946,4272,9173
46947,4998,3524
46948,4998,5205
46949,4998,9746
46950,2441,218
46951,2441,3709
46958,604,3865
46962,3982,946
46963,3982,1057
46964,3982,5197
46965,4160,4172
46969,7940,3720
46970,7940,4331
46971,989,6491
46976,5502,8610
46977,9092,737
46978,9092,3091
46979,7125,3234
46980,7125,5859
46983,3518,6023
46984,3518,8127
46986,6066,5727
46987,6066,6404
46988,6066,8388
46989,6066,8768
46991,7042,7306
46996,6802,7870
46997,6802,9425
46998,836,1110
46999,836,6386
47000,836,9213
47005,2692,6556
47006,2692,8444
47010,7731,4299
47011,7731,5307
47012,7731,8060
47015,6743,6807
47016,3857,9325
47018,3857,9675
47019,9591,2341
47020,9591,3857
47021,9591,9327
47022,5072,4904
47023,4442,3405
47024,3106,2714
47025,3106,4617
47027,9384,5493
47029,7172,722
47036,5471,2022
47037,5471,2140
47038,5471,3803
47039,6601,4811
47040,6601,6661
47041,6601,8309
47043,2440,1067
47044,2515,1112
47045,2515,7787
47046,3249,8717
47047,6013,3664
47048,6013,8771
47050,4438,3342
47051,9104,4594
47052,9585,4354
47055,3652,9566
47056,8135,627
47057,8135,9168
47059,4569,2324
47060,6320,3282
47061,6320,5376
47062,6320,7542
47063,6320,8620
47074,2013,1012
47076,2013,5032
47077,2013,5314
47078,2013,6574
47079,201,5669
47084,8488,9314
47085,6054,8899
47088,9483,4236
47089,9483,8983
47090,3410,3535
47092,3410,8505
47096,3983,5895
47097,3827,711
47098,3827,4772
47099,7480,694
47100,7480,9693
47104,2919,3281
47105,4680,7527
47106,2572,5381
47107,6497,5117
47108,8615,573
47109,8615,3410
47110,8615,3949
47111,8615,5381
47113,8615,6251
47116,9017,5958
47117,9017,8615
47118,9017,8726
47119,5243,6160
47120,4093,7660
47121,3388,3549
47123,5503,9314
47124,4289,1017
47127,4289,9810
47130,8176,2967
47131,8176,4306
47133,2132,3508
47134,9631,3454
47135,684,6024
47136,684,6256
47137,684,9097
47138,8634,4209
47139,8634,5555
47141,8634,5876
47143,8634,9776
47145,1765,4831
47146,3671,7660
47147,3671,9648
47148,8291,5151
47149,8291,6397
47150,151,6160
47155,8763,3930
47157,3602,2313
47158,3602,8224
47159,3602,9693
47166,7262,2995
47167,7262,4779
47168,7262,5103
47173,6089,1965
47174,6089,2038
47175,6306,8603
47176,5525,806
47177,5525,2253
47178,5525,2513
47180,5525,9700
47181,9471,7518
47182,9471,8767
47188,1330,1176
47189,1330,1283
47190,1330,6657
47191,1330,9203
47194,7550,7659
47196,4603,6467
47197,8494,3930
47198,8494,6467
47199,6569,2016
47200,6569,7515
47201,6569,9557
47312,939,4870
47328,939,9057
47980,7950,63
47981,7950,744
47982,7950,862
47983,7950,899
47984,7950,939
47985,7950,949
47986,7950,1542
47987,7950,1676
47988,7950,2296
47989,7950,2362
47990,7950,2660
47991,7950,2777
47992,7950,3445
47993,7950,3554
47994,7950,3615
47995,7950,3789
47996,7950,4668
47997,7950,5310
47998,7950,5325
47999,7950,5403
48000,7950,5483
48001,7950,5735
48002,7950,6106
48003,7950,6583
48004,7950,6787
48005,7950,6872
48006,7950,6985
48007,7950,7111
48008,7950,7362
48009,7950,7450
48010,7950,7699
48013,3176,1421
48014,3176,1970
48015,3176,4363
48023,5296,490
48024,5296,1983
48025,5296,4753
48026,5296,6282
48027,5296,6386
48028,5296,8110
48031,789,465
48032,789,9416
48033,6659,353
48047,3471,4549
48048,8128,6829
48051,6790,2355
48053,6790,6621
48054,6790,9165
48055,3721,2576
48056,5985,4203
48057,5668,6933
48058,5668,7339
48060,2406,1540
48061,2406,1591
48062,3200,3125
48063,3200,7158
48064,183,21
48066,183,3621
48067,183,4273
48069,5232,2086
48070,1051,7058
48071,5798,4170
48072,5798,5034
48073,5798,8839
48075,5063,3132
48076,3974,6388
48077,3974,7551
48080,1832,8056
48081,130,8389
48083,4832,1996
48084,4781,1126
48087,4781,6366
48091,7567,544
48092,7567,6232
48093,1984,6426
48094,4704,7198
48095,4704,9416
48096,3317,1418
48097,3317,9525
48098,9676,4921
48099,9137,263
48100,9137,1795
48101,9137,2352
48103,7229,6823
48104,1947,4148
48105,1947,6813
48106,1947,6823
48107,6313,1750
48108,6313,4218
48109,6313,4748
48110,6313,6120
48111,6313,6311
48112,6313,9654
48113,1570,3476
48119,5530,7443
48121,8902,904
48123,1296,3757
48124,1296,9085
48128,6131,458
48129,6131,761
48130,6131,5477
48131,1355,455
48132,1355,604
48136,5926,3499
48137,5926,4521
48138,5926,6561
48139,3780,5354
48141,4940,3979
48142,5049,4806
48143,5049,7847
48145,1507,4973
48146,1507,7723
48147,7326,2762
48148,7326,7975
48149,1398,2029
48150,6771,760
48151,6771,1070
48152,6771,2930
48153,6771,8406
48156,1509,211
48157,1509,2473
48160,9206,3131
48161,9206,4469
48162,644,375
48163,644,2046
48164,644,2270
48165,644,4487
48166,644,4837
48167,644,9484
48168,1476,6480
48171,7316,74
48172,7316,96
48173,7202,1617
48174,8242,5290
48175,8242,6829
48178,8167,7920
48181,5511,510
48182,5511,3529
48183,4835,2459
48184,4835,9256
48187,5903,2148
48188,5903,4517
48189,6316,2582
48190,6316,4535
48193,3993,2009
48194,3993,2111
48202,5239,3205
48204,5239,4853
48205,5239,5058
48207,7679,2291
48208,7479,1907
48209,7479,9557
48210,973,5354
48211,9616,5350
48212,3164,4193
48213,6153,1362
48214,6153,4741
48215,1631,12
48216,7437,985
48217,7437,3258
48218,7437,5277
48220,7437,9692
48221,6520,361
48222,6520,4214
48223,6520,7201
48224,6520,8393
48225,6520,8753
48226,5384,2588
48227,5384,7537
48228,673,7193
48229,1939,2292
48230,1939,4111
48231,1939,4417
48232,1939,4444
48233,1939,6141
48234,7308,2875
48235,7308,5150
48236,7308,8121
48237,9621,4788
48238,9621,8768
48239,4875,7444
48240,4875,9186
48241,8554,4902
48244,8321,257
48245,8321,7193
48256,3835,5995
48257,3835,7524
48258,3835,8254
48261,3835,9834
48262,9402,2793
48263,9402,3835
48264,9402,4645
48265,9402,9094
48266,9156,1084
48268,9156,9478
48273,1188,1995
48274,1188,4127
48282,7520,660
48283,7520,3557
48292,7211,696
48293,7211,7520
48294,7211,7522
48295,9062,142
48301,5268,697
48304,5268,6053
48306,8978,1351
48307,8978,1853
48308,8978,6953
48309,8978,6959
48310,8978,7999
48311,5591,7035
48312,5591,8694
48313,992,2699
48314,992,4643
48315,992,6538
48316,992,7703
48317,992,9165
48318,2027,1767
48319,2027,3280
48322,4035,1186
48326,7485,178
48327,7485,4172
48328,7485,7498
48329,7485,7936
48330,2683,7558
48337,2738,2135
48338,2738,2736
48339,2738,2755
48340,2738,8284
48341,2738,8569
48342,2738,9544
48343,6702,417
48344,6702,2432
48346,8245,8878
48347,8021,8065
48348,4008,1448
48350,4008,2739
48351,4008,5131
48352,25,1636
48353,2764,3055
48356,969,3057
48357,969,3356
48358,969,6163
48361,6205,602
48362,6205,1711
48363,7517,7207
48364,7517,7361
48365,7517,7936
48367,6327,9599
48368,4116,1145
48369,5702,8141
48370,7115,2195
48371,7115,4137
48378,8736,420
48379,8736,2684
48380,8736,5211
48381,2251,3109
48382,2251,4153
48383,2251,6519
48384,9723,8266
48387,1690,7376
48389,1690,8815
48390,2152,7794
48394,269,6775
48395,269,7563
48400,9524,5012
48401,6956,1470
48402,5866,1357
48404,3898,3867
48406,6278,7667
48410,5519,6236
48411,828,717
48412,828,4958
48413,828,5259
48414,828,6999
48415,828,9417
48417,8441,8911
48418,8441,9074
48419,9183,2657
48427,2387,1540
48431,2387,5360
48432,2387,5739
48438,4736,5264
48440,4736,6485
48442,4961,394
48443,4961,1133
48444,4961,2387
48445,4961,4736
48446,4961,5147
48451,4827,4155
48452,4827,4451
48453,9824,1012
48454,9824,7870
48455,7897,5371
48462,1623,1475
48463,1623,3899
48464,3163,2741
48465,3163,2962
48466,8968,7166
48467,3041,7166
48468,2998,4872
48469,2998,4984
48470,2942,6906
48471,5083,6795
48472,1439,7286
48479,7681,3212
48480,7681,6766
48481,7681,7156
48482,6568,6394
48483,947,5519
48484,3062,657
48485,3062,2328
48486,9625,6160
48488,6917,3641
48489,727,1781
48490,727,2669
48492,727,4035
48493,727,7076
48494,9553,5354
48496,5119,2960
48497,5119,6016
48499,5564,4989
48500,5564,7999
48501,1309,1179
48502,1309,9112
48503,953,5681
48504,6481,99
48505,9467,3883
48506,9467,6566
48507,5394,2017
48508,9637,4754
48509,9637,8859
48510,6762,6296
48511,6266,3488
48512,6266,6127
48516,3769,3305
48517,4138,3557
48518,4138,5268
48519,4138,7879
48520,2750,7031
48521,2750,9416
48522,7215,7999
48523,110,3290
48527,1693,4801
48529,1203,1693
48530,1203,2684
48532,9569,8654
48533,9569,9012
48534,9569,9586
48535,6143,9864
48536,2880,7986
48537,4485,1695
48538,4485,2209
48539,4485,2946
48540,4485,3027
48541,4485,8733
48542,9650,8551
48543,7483,5679
48544,7483,7409
48547,254,2359
48548,254,5805
48552,9070,8250
48553,6931,2712
48554,6931,8859
48555,6931,8885
48557,5011,3103
48559,3761,6530
48561,4574,3903
48564,2970,8983
48567,1231,4044
48568,1231,5184
48571,7807,2472
48572,7807,3495
48573,7152,2284
48574,7152,4240
48575,7152,4948
48581,9223,3074
48582,9223,6918
48583,9223,7651
48584,9223,8625
48585,9223,9086
48586,8099,7037
48587,2868,9416
48588,4228,9416
48589,6424,612
48596,4021,1737
48597,4021,3537
48600,2619,7981
48601,705,4782
48602,6373,3603
48603,6097,583
48607,3631,2786
48608,3631,3402
48609,3631,3720
48610,3631,5197
48611,3631,6278
48612,3631,8065
48613,3631,8866
48616,5912,2166
48617,5912,7407
48626,2427,4342
48635,2427,9276
48640,6677,2462
48646,6706,1804
48647,6706,9192
48654,2546,1187
48655,2461,9804
48656,2643,1466
48658,8823,9617
48661,2035,5026
48662,2035,6281
48664,3186,1539
48669,87,1872
48670,87,3958
48671,1,1037
48672,1,3553
48673,5410,3083
48674,6174,8371
48675,6174,8824
48676,3387,711
48677,3387,727
48678,3387,1109
48679,3387,3065
48680,3387,4266
48681,3387,6454
48682,3387,8934
48683,3387,9739
48684,8850,6324
48688,8509,5317
48689,8509,7536
48690,8509,7543
48691,695,380
48692,695,4843
48693,1492,1369
48695,1078,998
48696,2174,1459
48697,2174,4064
48698,2174,8891
48699,2139,1097
48700,2139,2448
48701,9545,6670
48702,6392,5690
48703,6392,9599
48714,8435,4002
48717,8435,9324
48718,619,2392
48719,619,2636
48720,619,7572
48721,1172,9529
48722,8050,3281
48723,5642,1170
48724,5642,1903
48725,5642,2518
48726,5642,3065
48727,5642,3524
48728,5642,6164
48729,5642,6324
48730,5642,6496
48731,5642,7422
48732,5347,2882
48733,5347,3979
48735,4320,4456
48736,4320,8250
48741,1524,896
48742,1524,1232
48743,1524,1523
48744,1524,7030
48745,4311,2703
48746,4311,3022
48747,4311,6667
48748,4311,8548
48749,4247,2674
48750,4247,3015
48752,4247,3382
48753,2953,6880
48754,6071,2611
48755,6071,3708
48756,6071,9076
48757,6727,9193
48759,4954,6116
48760,5505,5416
48761,5691,7927
48762,7620,6829
48763,752,2256
48764,752,2984
48765,752,6362
48766,8045,5138
48767,1106,6809
48769,9242,7283
48785,7189,586
48786,6843,2284
48787,6843,9478
48788,6267,8156
48789,9549,4850
48790,4373,8619
48793,4706,3777
48794,4706,4652
48798,7070,2263
48799,7070,2532
48801,7070,6155
48803,5445,3322
48804,1994,9733
48807,4581,2302
48808,4581,9379
48810,1818,7907
48812,6960,3207
48813,6960,3323
48815,6960,8916
48818,7043,3363
48819,7043,8531
48821,1991,7979
48822,8039,4321
48823,8022,5381
48824,517,516
48827,6886,1555
48828,6886,6674
48829,4920,2858
48830,4920,6163
48834,5517,5158
48835,5517,6606
48836,5517,7645
48837,6611,7363
48841,3371,2000
48844,2950,7459
48845,2950,9348
48846,5215,8524
48849,9114,2243
48850,9114,5906
48852,9114,9320
48854,746,1061
48856,746,8883
48857,6609,1045
48858,6609,1145
48859,6609,6810
48860,6609,8696
48861,4894,2685
48862,4894,9059
48863,4894,9181
48873,4457,2105
48874,4457,4166
48875,4457,7435
48878,4259,7803
48879,4259,8182
48880,4259,9457
48881,7597,2360
48883,3223,9651
48884,2239,6134
48885,2239,7278
48886,2239,8390
48887,4016,8744
48888,9107,4486
48890,591,4259
48891,591,6675
48893,4077,1884
48894,4077,1989
48897,3191,8726
48898,4134,2743
48899,89,377
48900,89,2231
48901,89,9478
48902,8465,474
48903,9706,4392
48904,9706,9131
48905,359,4014
48906,359,8301
48907,9619,327
48908,1782,1783
48909,1701,653
48911,1701,1879
48912,1701,3171
48913,1701,6971
48914,1701,9489
48915,5212,1767
48917,8958,4224
48918,8958,6198
48919,5714,1316
48923,3326,712
48925,2438,614
48926,7783,3354
48931,2275,226
48932,2275,2315
48934,3805,9277
48937,6093,8969
48939,6409,9460
48942,3423,8650
48943,3423,9649
48944,6629,1301
48946,8665,6629
48947,9469,4748
48948,9469,7581
48951,7674,1929
48953,7674,4621
48954,8434,3063
48955,8434,9710
48956,5209,9850
48957,6748,2112
48958,6748,3107
48959,6748,3162
48960,6748,9326
48964,8644,3125
48965,8644,3270
48966,8644,9586
48968,4230,3988
48970,4230,9322
48974,6741,3395
48975,6741,7284
48976,8217,8280
48977,3565,4921
48978,3565,9617
48979,3642,4465
48981,4136,4465
48983,4136,8313
48984,7637,1511
48985,7637,1596
48987,7637,2792
48989,7637,5104
48990,7637,6791
48991,7637,6813
48993,7637,8663
48994,7637,9169
48995,7637,9210
48996,1438,3452
48997,41,2500
48998,7701,520
48999,7701,1358
49000,4490,7070
49001,4226,2027
49002,4226,3828
49003,7539,8588
49004,7539,8620
49007,2869,5811
49008,2869,7559
49009,7077,6190
49010,1215,5518
49011,1215,7910
49022,7488,1712
49023,7488,5266
49024,7488,5525
49025,7488,6133
49026,7488,6756
49027,7488,6759
49028,2501,145
49030,2501,7036
49031,2501,9050
49032,5270,3138
49033,5270,4989
49043,4523,3404
49044,4523,4097
49045,4523,9561
49046,1304,1876
49047,3359,2518
49055,9510,99
49059,7165,768
49062,6092,2088
49063,6092,3889
49068,8436,1184
49069,4997,3871
49070,4997,6485
49071,8491,6436
49073,4602,3915
49077,448,6490
49079,6518,5634
49080,6518,5863
49083,5190,2878
49086,9204,1447
49087,9204,9071
49088,4672,1629
49089,4672,3638
49090,4672,3953
49091,6086,1187
49092,6086,7494
49093,390,5151
49094,390,8541
49095,390,9076
49096,390,9492
49100,5951,1487
49101,1934,3390
49102,1934,8413
49103,1934,9208
49104,1934,9352
49105,4703,287
49106,4703,685
49109,2361,663
49110,2361,1483
49111,2361,1511
49112,2361,3341
49113,3583,1224
49117,2127,2491
49118,2127,3583
49119,2127,9755
49122,9644,3054
49123,9644,4856
49124,3459,6834
49125,7566,1203
49126,7566,1305
49127,1162,9513
49128,7655,3541
49129,7655,7659
49132,7519,8086
49133,7526,5074
49134,7526,7519
49135,3466,936
49136,3466,7744
49141,6602,8
49142,6602,2592
49143,2855,239
49144,2855,2340
49145,2855,5427
49146,2855,6615
49147,2855,7197
49148,2855,7971
49149,2855,8562
49150,138,507
49157,9214,2195
49158,9214,3878
49159,9214,5884
49167,9767,8349
49168,9767,8352
49171,3795,1776
49174,3795,5863
49179,7086,3794
49180,7086,3795
49181,7086,5443
49183,6222,538
49186,6222,5906
49190,3798,4747
49191,140,5134
49192,7304,1744
49193,4834,2404
49194,4834,4937
49199,4434,883
49200,4434,3214
49201,3941,8313
49202,9065,1726
49203,7079,4148
49204,6139,499
49205,6139,2252
49206,6139,2554
49207,6139,8544
49208,6139,9754
49209,4769,4425
49210,7608,9013
49212,1441,9660
49217,2746,9533
49218,5850,2756
49219,6367,33
49220,6367,1878
49222,6367,6372
49223,7066,5134
49225,3177,7779
49227,7780,3177
49228,7780,5020
49231,3885,8437
49234,3465,4136
49235,3465,5309
49236,2989,7393
49237,8168,9076
49238,4473,1715
49240,5738,1465
49241,5738,4209
49242,5738,4219
49243,5738,7201
49244,5738,9627
49245,1745,615
49247,8344,4741
49248,8344,6918
49249,2375,3819
49250,6034,4551
49258,8904,741
49259,8904,1961
49260,8904,2078
49261,8904,3913
49262,8904,6687
49263,8904,7427
49264,8904,7910
49265,7318,1209
49266,7318,6437
49267,8035,8657
49268,8035,8945
49269,6055,1713
49270,6055,7165
49271,7929,4234
49272,9833,7449
49273,4187,768
49274,4187,5490
49311,9501,572
49312,9501,1503
49313,9501,2109
49314,9501,2419
49315,9501,5909
49316,9501,6967
49317,9501,9351
